URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://smart.who.int/pcmt-vaxprequal/ValueSet/PreQualPresentation,0.2.0,draft,,PreQualPresentation,WHO PreQualificaiton Presentation ,"WHO PreQualificaiton Presentation",,"Internal"
http://smart.who.int/pcmt-vaxprequal/ValueSet/PreQualProductIds,0.2.0,draft,,PreQualProductIds,WHO PreQualificaiton Vaccine Product Ids,"WHO PreQualificaiton Vaccine Product Ids",,"Internal"
http://smart.who.int/pcmt-vaxprequal/ValueSet/PreQualVaccineType,0.2.0,draft,,PreQualVaccineType,WHO PreQualificaiton VaccineType ,"WHO PreQualificaiton VaccineType",,"Internal"
