"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"PreQualManufacturer","PreQualManufacturer.isoCountryCode","PreQualManufacturer.isoCountryCode","","","",0,1,"","","","string {[]} {[]}
","ISO country code","ISO country code","","","","","","","","","",,,,,"",,,,"PreQualManufacturer.isoCountryCode",0,1,"",""
"PreQualManufacturer","PreQualManufacturer.region","PreQualManufacturer.region","","","",0,1,"","","","string {[]} {[]}
","WHO region","WHO region","","","","","","","","","",,,,,"",,,,"PreQualManufacturer.region",0,1,"",""
"PreQualManufacturer","PreQualManufacturer.website","PreQualManufacturer.website","","","",0,1,"","","","string {[]} {[]}
","Website URL","Website URL","","","","","","","","","",,,,,"",,,,"PreQualManufacturer.website",0,1,"",""
"PreQualManufacturer","PreQualManufacturer.organizationReference","PreQualManufacturer.organizationReference","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://profiles.ihe.net/ITI/mCSD/StructureDefinition/IHE.mCSD.Organization]]}
","FHIR Organization reference","FHIR Organization reference","","","","","","","","","",,,,,"",,,,"PreQualManufacturer.organizationReference",1,1,"",""
"PreQualNRA","PreQualNRA","PreQualNRA","","","",0,*,"","","","null {[]} {[]}
","WHO PreQual NRA","Logical model for the responsible National Regulatory Authority (NRA)
from the WHO PreQual API (ProductDetails.NRADetails).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"PreQualNRA","PreQualNRA.nraId","PreQualNRA.nraId","","","",0,1,"","","","Identifier {[]} {[]}
","NRA organization ID","NRA organization ID","","","","","","","","","",,,,,"",,,,"PreQualNRA.nraId",0,1,"",""
"PreQualNRA","PreQualNRA.name","PreQualNRA.name","","","",1,1,"","","","string {[]} {[]}
","Organization name","Organization name","","","","","","","","","",,,,,"",,,,"PreQualNRA.name",1,1,"",""
"PreQualNRA","PreQualNRA.addressLine1","PreQualNRA.addressLine1","","","",0,1,"","","","string {[]} {[]}
","Address line 1","Address line 1","","","","","","","","","",,,,,"",,,,"PreQualNRA.addressLine1",0,1,"",""
"PreQualNRA","PreQualNRA.country","PreQualNRA.country","","","",0,1,"","","","string {[]} {[]}
","Country","Country","","","","","","","","","",,,,,"",,,,"PreQualNRA.country",0,1,"",""
"PreQualNRA","PreQualNRA.website","PreQualNRA.website","","","",0,1,"","","","string {[]} {[]}
","Website URL","Website URL","","","","","","","","","",,,,,"",,,,"PreQualNRA.website",0,1,"",""
"PreQualNRA","PreQualNRA.organizationReference","PreQualNRA.organizationReference","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://profiles.ihe.net/ITI/mCSD/StructureDefinition/IHE.mCSD.Organization]]}
","FHIR Organization reference","FHIR Organization reference","","","","","","","","","",,,,,"",,,,"PreQualNRA.organizationReference",1,1,"",""
"PreQualProduct","PreQualProduct","PreQualProduct","","","",0,*,"","","","null {[]} {[]}
","WHO PreQual Product","Logical model for WHO PreQual Product from the backend API
with additional data fields for referencing associated FHIR and logical model data objects.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"PreQualProduct","PreQualProduct.productId","PreQualProduct.productId","","","",1,1,"","","","Identifier {[]} {[]}
","Vaccine Product ID (authoritative)","Vaccine Product ID (authoritative)","","","","","","","","","",,,,,"",,,,"PreQualDBAPI.productId",1,1,"",""
"PreQualProduct","PreQualProduct.productName","PreQualProduct.productName","","","",1,1,"","","","string {[]} {[]}
","Product reference name (e.g. FVP-P-447)","Product reference name (e.g. FVP-P-447)","","","","","","","","","",,,,,"",,,,"PreQualDBAPI.productName",1,1,"",""
"PreQualProduct","PreQualProduct.productType","PreQualProduct.productType","","","",1,1,"","","","code {[]} {[]}
","Product type code from PreQualDatabaseMetadata (e.g. FinishedVaccineProduct)","Product type code from PreQualDatabaseMetadata (e.g. FinishedVaccineProduct)","","","","","","","","","",,,,,"",,,,"PreQualDBAPI.productType",1,1,"",""
"PreQualProduct","PreQualProduct.dateOfPrequal","PreQualProduct.dateOfPrequal","","","",1,1,"","","","dateTime {[]} {[]}
","Date of prequalification acceptance","Date of prequalification acceptance","","","","","","","","","",,,,,"",,,,"PreQualDBAPI.dateOfPrequal",1,1,"",""
"PreQualProduct","PreQualProduct.assessmentProcedure","PreQualProduct.assessmentProcedure","","","",0,1,"","","","code {[]} {[]}
","Assessment procedure code from PreQualDatabaseMetadata (e.g. PrequalificationStandard)","Assessment procedure code from PreQualDatabaseMetadata (e.g. PrequalificationStandard)","","","","","","","","","",,,,,"",,,,"PreQualDBAPI.assessmentProcedure",0,1,"",""
"PreQualProduct","PreQualProduct.status","PreQualProduct.status","","","",1,1,"","","","code {[]} {[]}
","Product status code from PreQualDatabaseMetadata (e.g. Prequalified)","Product status code from PreQualDatabaseMetadata (e.g. Prequalified)","","","","","","","","","",,,,,"",,,,"PreQualDBAPI.status",1,1,"",""
"PreQualProduct","PreQualProduct.pharmaceuticalForm","PreQualProduct.pharmaceuticalForm","","","",0,1,"","","","code {[]} {[]}
","Pharmaceutical form code from PreQualDatabaseMetadata","Pharmaceutical form code from PreQualDatabaseMetadata","","","","","","","","","",,,,,"",,,,"PreQualDBAPI.pharmaceuticalForm",0,1,"",""
"PreQualProduct","PreQualProduct.presentation","PreQualProduct.presentation","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Presentation (e.g. Vial, Ampoule)","Presentation (e.g. Vial, Ampoule)","","","","","","","","","",,,,,"",,,,"PreQualDBAPI.presentation",1,1,"",""
"PreQualProduct","PreQualProduct.numDoses","PreQualProduct.numDoses","","","",0,1,"","","","decimal {[]} {[]}
","Number of doses per primary container","Number of doses per primary container","","","","","","","","","",,,,,"",,,,"PreQualDBAPI.numDoses",0,1,"",""
"PreQualProduct","PreQualProduct.vaccineFullName","PreQualProduct.vaccineFullName","","","",0,1,"","","","string {[]} {[]}
","Vaccine full name","Vaccine full name","","","","","","","","","",,,,,"",,,,"PreQualDBAPI.vaccineFullName",0,1,"",""
"PreQualProduct","PreQualProduct.vaccineAbbreviatedName","PreQualProduct.vaccineAbbreviatedName","","","",0,1,"","","","string {[]} {[]}
","Vaccine abbreviated name","Vaccine abbreviated name","","","","","","","","","",,,,,"",,,,"PreQualDBAPI.vaccineAbbreviatedName",0,1,"",""
